# T        <M>         <E>           chi            C            frac_acept
  2.3040     0.61540399    -1.38295403   425.86476013    86.40588731     0.21220011
  2.3060     0.63219899    -1.38874902   381.24449709    82.27628961     0.21020489
  2.3080     0.62051824    -1.37691999   371.67836166    79.49660995     0.21391882
  2.3100     0.60843449    -1.36988649   409.90103348    84.25631185     0.21650357
  2.3120     0.60099523    -1.36606096   435.36541771    84.71591548     0.21818778
  2.3140     0.62085224    -1.37457548   385.34950375    83.69135336     0.21512526
  2.3160     0.61743899    -1.36961848   389.57674885    86.21747018     0.21722486
  2.3180     0.58786223    -1.35712652   445.10202875    83.89113687     0.22183347
  2.3200     0.60145699    -1.36268504   415.21850087    84.44190759     0.21980387
  2.3220     0.59298374    -1.35722799   437.03359819    84.50915993     0.22186297
  2.3240     0.62008273    -1.36935703   375.72351587    79.73322722     0.21749725
  2.3260     0.60623449    -1.35666799   374.12192452    80.87066456     0.22223261
  2.3280     0.56124149    -1.33699899   454.97402752    84.95435874     0.22993200
  2.3300     0.56082073    -1.33430606   452.85025691    80.58656918     0.23019438
  2.3320     0.57732098    -1.34277996   442.13601725    81.37740235     0.22785052
  2.3340     0.58121649    -1.34188150   404.85542439    80.57500083     0.22791202
  2.3360     0.56217448    -1.32873149   431.78613431    79.22429116     0.23258300
  2.3380     0.55577399    -1.32311251   426.77385106    80.17769488     0.23513426
  2.3400     0.54099149    -1.31769502   468.79084531    81.42753590     0.23715173
  2.3420     0.55296499    -1.31962250   427.61964438    77.58156846     0.23631082
  2.3440     0.57248524    -1.32688500   396.32935409    80.37509879     0.23381394
  2.3460     0.52027299    -1.30369546   461.57329987    78.76366139     0.24264676
  2.3480     0.57445024    -1.32974254   377.98277940    79.50560573     0.23279751
  2.3500     0.54127399    -1.31613552   501.27988909    84.88174423     0.23796927
  2.3520     0.54458999    -1.31355502   451.56124493    81.03550532     0.23889607
  2.3540     0.54864824    -1.31081853   427.87544250    77.75687726     0.24012476
  2.3560     0.51341474    -1.29140255   478.11650563    79.29747525     0.24711923
  2.3580     0.49639724    -1.28347648   501.96624687    83.77984033     0.25040652
  2.3600     0.53688649    -1.30345205   443.22128076    77.71906422     0.24283002
  2.3620     0.49179524    -1.27612753   458.47617182    74.40975824     0.25339279
  2.3640     0.52123374    -1.29594500   476.16791710    80.02322669     0.24602418
  2.3660     0.50640499    -1.28180802   434.03016257    72.94866639     0.25124644
  2.3680     0.50446374    -1.27906953   425.78004643    77.47052597     0.25244687
  2.3700     0.52589724    -1.28842050   428.88694202    76.50491775     0.24892157
  2.3720     0.51394749    -1.28333654   448.18562354    78.07351958     0.25108005
  2.3740     0.46868174    -1.25848398   458.17586770    73.50742498     0.26012013
  2.3760     0.48216124    -1.26680354   489.55240989    77.82888134     0.25754050
  2.3780     0.50829923    -1.27530195   427.85676733    75.41468257     0.25405083
  2.3800     0.47835624    -1.25780149   434.94265806    73.63736155     0.26070116
  2.3820     0.47786199    -1.26048796   451.17425193    74.14538068     0.25995712
  2.3840     0.49458424    -1.26302854   412.41920519    73.59070948     0.25905333
  2.3860     0.48549949    -1.26140494   452.92403568    75.65925542     0.25967686
  2.3880     0.49935049    -1.26380603   410.66809614    73.41144617     0.25887544
  2.3900     0.47503199    -1.24811401   438.86714376    73.97744634     0.26455485
  2.3920     0.47876924    -1.25357849   427.07464865    71.95524854     0.26295090
  2.3940     0.44810099    -1.23856998   461.81341710    73.14845287     0.26853005
  2.3960     0.47428049    -1.24876798   416.99578789    68.57664689     0.26430422
  2.3980     0.47756399    -1.24867653   415.03959168    67.44003402     0.26472486
  2.4000     0.44985649    -1.23493200   429.29898209    66.93107080     0.27016488
  2.4020     0.44679549    -1.23160900   429.64409355    68.79835306     0.27148157
  2.4040     0.46034074    -1.23841546   448.60789505    71.55876295     0.26890520
  2.4060     0.41235824    -1.21596246   424.85305934    65.14133600     0.27747750
  2.4080     0.43891974    -1.22416049   419.97890409    66.59539429     0.27399345
  2.4100     0.44771249    -1.22741254   443.90124314    69.90831455     0.27332679
  2.4120     0.44791149    -1.22825252   446.72352669    69.69228632     0.27317728
  2.4140     0.42871699    -1.21947950   434.56521751    68.60101033     0.27648695
  2.4160     0.43505974    -1.21782348   428.28111927    67.69633490     0.27713373
  2.4180     0.41000924    -1.20068500   420.55443790    66.80102011     0.28385007
  2.4200     0.41366924    -1.20820697   451.25083051    69.42647624     0.28108268
  2.4220     0.41476124    -1.20777296   416.11454659    64.56759423     0.28138157
  2.4240     0.42606499    -1.20917052   441.08375831    67.08115314     0.28069703
  2.4260     0.41029724    -1.19993095   395.04863074    62.04846449     0.28447685
  2.4280     0.41533899    -1.20038198   419.93726795    68.59831422     0.28403308
  2.4300     0.40868199    -1.19805803   409.84743183    64.12462348     0.28527214
  2.4320     0.38276599    -1.18669605   412.25216909    59.69378781     0.28971386
  2.4340     0.39245974    -1.18613145   397.48103840    59.76124349     0.28990074
  2.4360     0.38926249    -1.18240947   421.70644296    64.30975349     0.29112568
  2.4380     0.40148249    -1.18821805   376.52590550    59.09371725     0.28955398
  2.4400     0.38941824    -1.18452152   412.27051353    61.38132846     0.29071079
  2.4420     0.40780124    -1.19051405   419.89222618    64.11767210     0.28841230
  2.4440     0.37036975    -1.17486554   388.80657835    57.80492646     0.29443872
  2.4460     0.37139749    -1.17326501   388.59146386    56.85585241     0.29537014
  2.4480     0.37304499    -1.16955144   385.32029334    58.90060821     0.29687247
  2.4500     0.40420474    -1.18141206   385.37583364    62.04403665     0.29224286
  2.4520     0.38902599    -1.18461204   117.57581208    17.47996405     0.29101070
  2.4540     0.40539599    -1.17616804    95.78131832    15.82460894     0.29483147
  2.4560     0.39561699    -1.17152603    86.21702089    13.79492287     0.29604871
  2.4580     0.35063600    -1.15381805    94.06668252    13.89875576     0.30353371
  2.4600     0.36602099    -1.15881196    89.19828362    13.80825714     0.30181536
  2.4620     0.38005199    -1.16145394    87.98265295    14.40824815     0.30060962
  2.4640     0.35021099    -1.15803806   103.18154619    14.15774111     0.30173385
  2.4660     0.38875799    -1.16417803    94.43941409    14.46777728     0.29881726
  2.4680     0.37519699    -1.15944399    93.76296318    14.38256820     0.30175035
  2.4700     0.42035799    -1.17756402    83.83674496    14.96300212     0.29433737
  2.4720     0.34234299    -1.14388604    91.90341703    13.41503539     0.30730246
  2.4740     0.31939399    -1.13751199    92.29519505    13.08630977     0.30987547
  2.4760     0.36414299    -1.15104800    85.38468054    12.05803288     0.30438988
  2.4780     0.34726299    -1.13949806    81.24879680    12.90277433     0.30961042
  2.4800     0.38039099    -1.14695999    80.93689056    13.53821512     0.30605521
  2.4820     0.33127499    -1.13261197    91.10558132    13.56457759     0.31306761
  2.4840     0.31949499    -1.12635799    86.01786075    11.74646060     0.31412783
  2.4860     0.32974499    -1.12925402    80.32335842    11.63534187     0.31362623
  2.4880     0.30500499    -1.11628203    80.52677956    12.91559060     0.31849320
  2.4900     0.34633799    -1.13733999    92.11763215    13.22027204     0.31075165
  2.4920     0.34443399    -1.13274595    86.81855826    14.00023876     0.31223595
  2.4940     0.35485199    -1.13327000    89.40193091    13.47303925     0.31268004
  2.4960     0.33184699    -1.12123803    83.06358882    13.57485183     0.31720094
  2.4980     0.31271599    -1.11362797    79.68723418    12.21320113     0.32102020
  2.5000     0.32343499    -1.11526804    74.89232419    11.43589277     0.31925835
  2.5020     0.33006699    -1.11481198    76.77020422    12.11120316     0.32021754
  2.5040     0.31994899    -1.11444401    78.82059585    11.76784958     0.32057712
  2.5060     0.29890799    -1.10342998    74.51002286    11.99479347     0.32418534
  2.5080     0.28921099    -1.10387195    76.75346744    11.39832144     0.32497800
  2.5100     0.29774899    -1.10818603    69.08211253    11.32482192     0.32315263
  2.5120     0.29421299    -1.10267194    79.43714966    12.48676008     0.32536107
  2.5140     0.26263299    -1.08137603    53.55442599     9.60256076     0.33250100
  2.5160     0.30100999    -1.10417406    78.11338883    12.60684290     0.32495699
  2.5180     0.29311499    -1.10041002    77.41690994    11.67947626     0.32595619
  2.5200     0.29662299    -1.09288597    69.73535022    11.38380375     0.32888328
  2.5220     0.33319999    -1.10420799    78.08624937    12.90733161     0.32503301
  2.5240     0.31321499    -1.10667994    77.64226272    12.26807630     0.32417383
  2.5260     0.29973199    -1.08725200    68.60735780    11.06383642     0.33110722
  2.5280     0.32952099    -1.10563595    82.91069217    12.53429808     0.32481546
  2.5300     0.30213999    -1.09304401    74.04749174    12.13548086     0.33075065
  2.5320     0.31346100    -1.09772599    78.98871047    12.79905499     0.32805161
  2.5340     0.31525599    -1.08765802    74.14442889    11.40372762     0.33109822
  2.5360     0.27736499    -1.08409403    70.30800613    10.68404136     0.33291508
  2.5380     0.27241399    -1.08084997    67.08386465    10.15864910     0.33507401
  2.5400     0.29295399    -1.07838794    73.04358701    11.52952412     0.33518604
  2.5420     0.26809699    -1.07458594    61.51071052    11.03125916     0.33782907
  2.5440     0.32707199    -1.08773998    70.93270816    11.85280535     0.33150580
  2.5460     0.24483599    -1.06177805    53.09602925     9.51461272     0.34286007
  2.5480     0.30108899    -1.07357402    68.12947343    10.93146912     0.33670784
  2.5500     0.27062799    -1.07778195    70.27150982    10.38785176     0.33659132
  2.5520     0.30265099    -1.08284406    67.17496374    11.57796097     0.33440538
  2.5540     0.24792399    -1.06102797    58.56372466     9.62527614     0.34307662
  2.5560     0.25688800    -1.06099001    65.40129086    10.77731666     0.34317113
  2.5580     0.26661899    -1.06630798    65.99283299    10.99774245     0.34171234
  2.5600     0.27763999    -1.06131798    60.98098077    10.14176968     0.34319864
  2.5620     0.25479399    -1.05357804    65.36239863     9.86203064     0.34597219
  2.5640     0.27276899    -1.06700796    66.60753908    11.19754810     0.34147830
  2.5660     0.26594800    -1.05149395    54.76640755     9.67448820     0.34719794
  2.5680     0.27209799    -1.05966602    64.84037367    10.59956053     0.34483247
  2.5700     0.27738099    -1.06447401    66.60245078    11.15186327     0.34299110
  2.5720     0.25642199    -1.05705598    57.20657241    10.21848795     0.34568014
  2.5740     0.24903199    -1.04808000    56.42358173     9.75907153     0.34959942
  2.5760     0.26643599    -1.05332603    60.81234742     9.98777510     0.34718994
  2.5780     0.25128699    -1.04439600    52.04123915     9.29006000     0.35034007
  2.5800     0.22482300    -1.03715600    50.72439197     9.27749293     0.35378726
  2.5820     0.25340799    -1.04578602    60.25826042    10.31388987     0.35097670
  2.5840     0.26555899    -1.04372799    57.06460567    10.10046832     0.35105071
  2.5860     0.28757899    -1.05168205    61.55094330    10.47450425     0.34778156
  2.5880     0.25194500    -1.03757398    49.65637673     9.07455155     0.35406681
  2.5900     0.24369099    -1.04544400    49.97688586     8.77136255     0.35058662
  2.5920     0.24722599    -1.03981400    59.16121959     9.75598447     0.35250250
  2.5940     0.27736499    -1.05164601    62.37426920    10.40262341     0.34848520
  2.5960     0.25725199    -1.04239801    61.71749717     9.94717330     0.35266603
  2.5980     0.23431299    -1.02531799    49.95000320     8.58706396     0.35883877
  2.6000     0.24370699    -1.03229803    56.37575717     9.24274952     0.35622274
  2.6020     0.25653499    -1.03412596    52.44495566     9.13259261     0.35535057
  2.6040     0.22017300    -1.01784196    48.79611281     8.67446840     0.36187788
  2.6060     0.23369800    -1.01957399    53.52329596     8.90699208     0.36097069
  2.6080     0.25635899    -1.02871201    54.45144940     9.32192192     0.35813263
  2.6100     0.25863499    -1.02958204    51.81789130     9.13836721     0.35806111
  2.6120     0.24143899    -1.02673799    56.95549858     9.51012816     0.35896679
  2.6140     0.23985399    -1.02087202    51.02264981     9.31926907     0.36182887
  2.6160     0.21734900    -1.02198998    49.48049068     9.10282071     0.36105321
  2.6180     0.24009399    -1.01126199    49.96041000     8.68627061     0.36577966
  2.6200     0.22530900    -1.01715599    46.94152067     8.46141976     0.36406281
  2.6220     0.25240599    -1.02323994    50.02728016     9.10220767     0.36133177
  2.6240     0.23318400    -1.01337805    53.79536357     9.19974578     0.36391978
  2.6260     0.23031899    -1.01287194    50.50130545     8.84525068     0.36502300
  2.6280     0.21348899    -1.00652797    45.19581580     8.18211424     0.36736547
  2.6300     0.21105599    -1.00672604    44.57751350     8.26719141     0.36723745
  2.6320     0.20220200    -0.99833594    38.41552783     8.16419811     0.37122875
  2.6340     0.22588000    -1.00784201    44.44467779     8.66855286     0.36709442
  2.6360     0.22847699    -1.01415598    51.55079380     9.22994840     0.36518004
  2.6380     0.22916499    -1.00707003    49.50253754     9.02214831     0.36809812
  2.6400     0.22796200    -0.99905401    45.76533604     8.40236635     0.37152080
  2.6420     0.22969399    -1.00458804    49.59719055     9.14432834     0.36970544
  2.6440     0.22132499    -1.00900395    47.41916082     8.34128154     0.36757652
  2.6460     0.22573199    -0.99577605    49.16964452     9.01344901     0.37224045
  2.6480     0.22791700    -0.99957598    46.13735071     7.88016311     0.37165483
  2.6500     0.22598500    -0.99300801    41.24274534     8.34820642     0.37405031
  2.6520     0.20453400    -0.98913201    37.68331175     7.99227056     0.37532056
  2.6540     0.22580200    -1.00113999    48.14285123     8.80195854     0.37111122
  2.6560     0.20500200    -0.98412001    43.21824080     8.27420138     0.37784157
  2.6580     0.21657000    -0.99397799    41.46815763     7.99668220     0.37478396
  2.6600     0.21375900    -0.98484199    41.63863415     8.36269775     0.37712042
  2.6620     0.21947399    -0.99137997    39.60514389     7.78368689     0.37602170
  2.6640     0.21007800    -0.98825600    44.44596130     8.15186777     0.37641478
  2.6660     0.21646300    -0.98488999    40.68501756     7.75529012     0.37792308
  2.6680     0.19648200    -0.98081999    38.10282657     7.68871268     0.38001550
  2.6700     0.19209700    -0.97765602    39.02534399     7.76579777     0.38137828
  2.6720     0.20886800    -0.98518998    38.70820331     7.78156346     0.37739848
  2.6740     0.20314400    -0.97936197    44.11614076     8.04301283     0.38096069
  2.6760     0.20837700    -0.98528800    37.95437575     7.97639930     0.37894579
  2.6780     0.21790300    -0.97665397    45.89921973     8.28299138     0.38153431
  2.6800     0.19697499    -0.97106398    38.59757464     8.67882615     0.38425935
  2.6820     0.21596300    -0.97865603    39.77483748     8.28247621     0.38126575
  2.6840     0.20671900    -0.97682401    37.91162190     7.82800745     0.38224995
  2.6860     0.19759899    -0.97130999    37.68353860     7.65486521     0.38384377
  2.6880     0.19162600    -0.96495602    33.97229753     7.34101987     0.38638478
  2.6900     0.20968000    -0.97152800    41.04360978     7.79934058     0.38468344
  2.6920     0.18779400    -0.95883198    34.20753209     7.22453812     0.38941588
  2.6940     0.18644000    -0.96523200    35.79200371     7.93272634     0.38655131
  2.6960     0.19470400    -0.96029398    32.41388428     7.21460506     0.38925385
  2.6980     0.19619700    -0.96100002    35.59783558     7.21085618     0.38880126
  2.7000     0.19221200    -0.95937801    33.90588370     7.15393571     0.38953491
  2.7020     0.20518900    -0.96671800    38.23414108     8.19597464     0.38741748
  2.7040     0.20284600    -0.96385998    39.61738805     7.51265972     0.38808062
  2.7060     0.20627499    -0.96409802    40.68265081     7.87842525     0.38837217
  2.7080     0.19891499    -0.96291595    34.28295688     6.92049681     0.38904231
  2.7100     0.20762600    -0.96475997    39.09728854     7.73481678     0.38775005
  2.7120     0.18172800    -0.95321195    31.12488751     6.97583449     0.39295809
  2.7140     0.18160600    -0.95312002    34.05467193     7.14856266     0.39334817
  2.7160     0.20418900    -0.95813005    42.15059713     7.64282435     0.39072164
  2.7180     0.19920600    -0.94931000    37.05668973     7.63338200     0.39508452
  2.7200     0.19508500    -0.95457006    34.83738313     7.31167408     0.39292108
  2.7220     0.18251700    -0.94850402    36.78180180     7.59453394     0.39529156
  2.7240     0.18523600    -0.95315799    32.06104282     7.16954291     0.39320214
  2.7260     0.19293700    -0.95009403    40.69971579     7.94418698     0.39471294
  2.7280     0.18515200    -0.95459398    30.85365119     7.17486762     0.39295959
  2.7300     0.20051800    -0.94389802    35.26196102     7.14819441     0.39692989
  2.7320     0.19135600    -0.94988398    32.51607442     7.29374321     0.39521004
  2.7340     0.19330300    -0.94284599    33.54663910     6.98629371     0.39805311
  2.7360     0.20013800    -0.94846600    37.68244341     7.76662005     0.39586367
  2.7380     0.18387700    -0.94034802    30.15134161     6.79847983     0.39935687
  2.7400     0.19691000    -0.94761800    38.59722673     8.05845074     0.39612172
  2.7420     0.18753000    -0.93879195    33.39405598     7.14120903     0.39955591
  2.7440     0.18551000    -0.93844402    31.99830622     7.03391044     0.40012352
  2.7460     0.18095900    -0.93375999    30.75333522     6.79692978     0.40173835
  2.7480     0.18276500    -0.93565197    30.73643872     7.25090267     0.40130126
  2.7500     0.18821300    -0.94110204    34.00583780     7.13586989     0.39966093
  2.7520     0.18465800    -0.93718597    33.82082900     7.20480443     0.40036857
  2.7540     0.18352600    -0.93274405    30.54268412     7.06796173     0.40289958
  2.7560     0.19368600    -0.93775999    34.07927891     6.93760732     0.40178536
  2.7580     0.17925300    -0.93023803    31.82691559     6.97263830     0.40371874
  2.7600     0.17253000    -0.92928200    30.57121875     6.61788493     0.40444589
  2.7620     0.18521100    -0.92824802    32.18266555     7.47923989     0.40519004
  2.7640     0.17514800    -0.92312801    28.70696554     6.62827435     0.40703141
  2.7660     0.17896400    -0.92489202    28.97755109     6.72195304     0.40617774
  2.7680     0.17033200    -0.92419200    27.84875690     6.63929435     0.40677936
  2.7700     0.18094400    -0.92455598    31.05172905     6.35454149     0.40763103
  2.7720     0.19876300    -0.92626798    37.10024648     7.19103618     0.40643279
  2.7740     0.18037500    -0.92382398    29.83340489     6.82506374     0.40749100
  2.7760     0.18089200    -0.92309205    28.32800530     6.49128669     0.40770154
  2.7780     0.17279400    -0.91798598    28.59677794     6.62401930     0.40993699
  2.7800     0.16348900    -0.91805400    25.53143834     6.40635358     0.41029356
  2.7820     0.16614700    -0.91496999    27.01077256     6.34305280     0.41131276
  2.7840     0.17501200    -0.90994799    29.73870339     6.77352749     0.41371074
  2.7860     0.17455300    -0.91399201    28.98322631     6.54148469     0.41114523
  2.7880     0.16953900    -0.90803201    26.74075201     6.67968459     0.41454591
  2.7900     0.16963500    -0.91260796    27.89244309     6.83156977     0.41299510
  2.7920     0.16595600    -0.91504596    25.53729714     6.03581806     0.41217243
  2.7940     0.16778800    -0.90755595    24.52794754     6.56458066     0.41464193
  2.7960     0.17137000    -0.91328400    26.74728750     6.17811515     0.41265003
  2.7980     0.19328800    -0.92099798    33.81631898     7.05131403     0.41003351
  2.8000     0.16935500    -0.90747801    26.69397740     6.52256635     0.41548110
  2.8020     0.18346200    -0.90594997    28.81881339     6.74024855     0.41613773
  2.8040     0.16869900    -0.90458599    26.76355717     6.37867148     0.41658732
  2.8060     0.19015400    -0.91172202    33.48359398     6.66736028     0.41429336
  2.8080     0.16866200    -0.90485395    29.94799196     6.40936814     0.41657682
  2.8100     0.18102600    -0.90463806    27.91299553     6.27677620     0.41683937
  2.8120     0.16846500    -0.90435206    24.35769410     5.99500628     0.41681336
  2.8140     0.16901100    -0.90579802    26.28222081     6.30530932     0.41663283
  2.8160     0.17722700    -0.90593002    28.77028522     6.80971640     0.41639828
  2.8180     0.17183800    -0.90163397    26.63602345     6.81243169     0.41853371
  2.8200     0.17077300    -0.90150799    27.49746049     6.39819440     0.41951090
  2.8220     0.15860700    -0.89553802    24.38496794     6.00060295     0.42015403
  2.8240     0.16518300    -0.90359400    24.82445864     6.18521944     0.41842118
  2.8260     0.18016500    -0.89686597    27.43368281     6.14491668     0.42063563
  2.8280     0.16540300    -0.89646398    24.42486620     6.31618019     0.42086717
  2.8300     0.16955900    -0.89334203    27.14099226     6.15671469     0.42273155
  2.8320     0.16119000    -0.88763202    22.61995960     6.00180064     0.42424835
  2.8340     0.16109800    -0.88873597    23.30350183     5.94840676     0.42403231
  2.8360     0.16997800    -0.89396403    23.42880142     6.16244965     0.42261452
  2.8380     0.14489500    -0.88747801    20.75158317     5.92083263     0.42503651
  2.8400     0.15593400    -0.88265801    21.30906213     6.30576056     0.42640728
  2.8420     0.15654800    -0.88734798    23.47911965     6.10874307     0.42464093
  2.8440     0.15712000    -0.88623999    23.87014742     6.19629684     0.42526255
  2.8460     0.16537000    -0.88868397    25.29288678     5.87981865     0.42561512
  2.8480     0.15844000    -0.88470397    23.49310316     6.10911506     0.42627876
  2.8500     0.15725300    -0.87926803    25.65839062     6.37777491     0.42893529
  2.8520     0.16832000    -0.88568202    25.16186327     6.40042980     0.42596319
  2.8540     0.16652900    -0.87923202    22.96686764     5.94443852     0.42907832
  2.8560     0.16494800    -0.88247200    25.40472372     5.93204423     0.42771254
  2.8580     0.15564900    -0.87245000    21.82902064     6.10282219     0.43161532
  2.8600     0.15487300    -0.87716998    21.05915546     5.91120852     0.43014053
  2.8620     0.15156300    -0.87658599    22.13856624     5.76298449     0.43101620
  2.8640     0.15645800    -0.87659601    24.50694918     6.10354117     0.43089068
  2.8660     0.16213600    -0.87949202    23.34009415     6.13075800     0.42954441
  2.8680     0.16611000    -0.87718406    24.81719639     5.87019017     0.43063863
  2.8700     0.15185700    -0.87589802    22.65182197     5.45197164     0.43181286
  2.8720     0.14686000    -0.87247401    20.49828375     5.60887382     0.43308012
  2.8740     0.15048500    -0.87232200    21.60879058     5.97338323     0.43294309
  2.8760     0.15753600    -0.86905998    22.94434464     5.73017800     0.43354121
  2.8780     0.16752600    -0.87434202    27.05149778     6.08098628     0.43274005
  2.8800     0.15416600    -0.87014000    21.09002240     5.84131310     0.43411682
  2.8820     0.15171300    -0.86504198    21.69481341     5.78953095     0.43631576
  2.8840     0.15741200    -0.86641398    24.75829913     5.78362175     0.43583117
  2.8860     0.15846000    -0.86919196    23.84138845     5.86619359     0.43527856
  2.8880     0.15337700    -0.86776797    21.30252881     5.89296289     0.43590418
  2.8900     0.16414700    -0.87356198    24.43600490     6.16347403     0.43359172
  2.8920     0.14796300    -0.86141999    21.53450143     5.67574301     0.43820414
  2.8940     0.15656100    -0.86330202    22.66783192     5.52921031     0.43740598
  2.8960     0.16256800    -0.86541003    23.34984289     5.71584526     0.43765403
  2.8980     0.14965800    -0.85725601    21.00448030     5.73842202     0.44062262
  2.9000     0.14765100    -0.85852201    21.74297978     5.45333480     0.44001400
  2.9020     0.15848600    -0.86342998    22.60678983     5.67065634     0.43779456
  2.9040     0.15158200    -0.86015600    20.25120279     5.43638906     0.43913583
  2.9060     0.14783600    -0.86063805    21.16434300     5.89053582     0.44019954
  2.9080     0.14495000    -0.84948002    18.61028414     5.51937292     0.44407782
  2.9100     0.15274200    -0.85404403    21.82357485     5.54096079     0.44280706
  2.9120     0.14703600    -0.85677797    20.17237865     5.45042784     0.44128626
  2.9140     0.15283000    -0.85031201    20.74955139     5.60082470     0.44388728
  2.9160     0.15139100    -0.84964000    19.70129812     5.48624841     0.44361022
  2.9180     0.15518500    -0.85335598    22.63860848     5.55110594     0.44247800
  2.9200     0.15056300    -0.84424400    18.93621366     5.38078364     0.44653531
  2.9220     0.14493600    -0.85273997    19.70880982     5.63171716     0.44362723
  2.9240     0.14021100    -0.84579602    18.73163532     5.56123772     0.44574065
  2.9260     0.13783600    -0.84801200    19.77009556     5.46501473     0.44465843
  2.9280     0.15416200    -0.85480001    22.23833870     5.59327617     0.44231446
  2.9300     0.13782100    -0.84292601    17.78602471     5.66091714     0.44702941
  2.9320     0.15493200    -0.84608000    21.60451565     5.70937842     0.44602871
  2.9340     0.14853100    -0.84477598    19.54948917     5.34675262     0.44744149
  2.9360     0.13634600    -0.84290200    17.44423706     5.46339698     0.44829016
  2.9380     0.13711100    -0.83826002    18.24186774     5.37369935     0.44899280
  2.9400     0.13953400    -0.84030199    19.25390481     5.34340746     0.44908232
  2.9420     0.15129100    -0.84468201    19.92789320     5.13736721     0.44789208
  2.9440     0.13639100    -0.83893197    19.23653939     5.14908478     0.44971094
  2.9460     0.14766600    -0.84141402    19.91245389     5.46561178     0.44906131
  2.9480     0.14497400    -0.84043600    19.92898284     5.20423786     0.44895429
  2.9500     0.13020800    -0.83261201    16.06195119     5.57179894     0.45247950
  2.9520     0.15248600    -0.84132599    21.14792660     5.50796754     0.44955041
  2.9540     0.13921200    -0.83307802    19.38205514     5.32248414     0.45223345
  2.9560     0.13541300    -0.83368002    17.59882336     4.99836790     0.45314013
  2.9580     0.13771600    -0.83555602    19.11898990     5.35004282     0.45137227
  2.9600     0.13469800    -0.83208202    16.61945210     5.01187049     0.45257551
  2.9620     0.13931300    -0.83507198    17.22870249     5.33160351     0.45186987
  2.9640     0.13786700    -0.83204000    18.14290715     5.05720848     0.45249850
  2.9660     0.14048300    -0.83076401    16.55428992     4.88310868     0.45420834
  2.9680     0.14283000    -0.83020799    18.71779366     5.24805304     0.45446039
  2.9700     0.13665700    -0.83102202    16.63588351     5.16860995     0.45361622
  2.9720     0.12935900    -0.83043199    15.62153493     5.34369483     0.45393229
  2.9740     0.13457300    -0.82846801    17.83590020     5.27845198     0.45498050
  2.9760     0.14085400    -0.82464203    18.20955535     4.89568731     0.45724845
  2.9780     0.13406100    -0.82530200    16.07917681     5.13100552     0.45619274
  2.9800     0.14092200    -0.82815999    19.32562491     5.50022927     0.45562963
  2.9820     0.14035000    -0.82003802    16.85609850     5.11521910     0.45853571
  2.9840     0.13659200    -0.82226997    18.20631311     5.31565998     0.45804261
  2.9860     0.14161800    -0.82233401    17.93165236     4.86031544     0.45869324
  2.9880     0.13116200    -0.82018203    14.61682716     5.06682883     0.45924435
  2.9900     0.13465100    -0.82066798    16.76879234     4.94157785     0.45856771
  2.9920     0.11970500    -0.81536799    14.17910119     5.23860168     0.46149480
  2.9940     0.15143900    -0.82549402    18.89257820     5.29764414     0.45702690
  2.9960     0.13401000    -0.81983196    16.61744062     5.27836960     0.46044509
  2.9980     0.13106200    -0.81453802    15.54116910     4.88772753     0.46252500
  3.0000     0.13964700    -0.81619200    17.57224680     4.81799598     0.46168584
  3.0020     0.14099200    -0.82150398    17.85711064     4.94349488     0.45967243
  3.0040     0.14252400    -0.81106801    17.81571099     5.15814707     0.46391878
  3.0060     0.14318000    -0.81848998    17.40197780     5.05932449     0.46108372
  3.0080     0.12798400    -0.81410998    14.50749747     4.67391624     0.46298360
  3.0100     0.13348800    -0.81479399    15.51918850     4.78617854     0.46220194
  3.0120     0.13194300    -0.81014000    15.88924832     4.94750463     0.46464543
  3.0140     0.13638300    -0.80675197    16.65416260     5.00217478     0.46609672
  3.0160     0.13538500    -0.81076201    16.82597089     4.83893545     0.46360372
  3.0180     0.13313400    -0.80858201    14.73844666     4.86780109     0.46515603
  3.0200     0.13017000    -0.80965398    15.66013572     5.00237069     0.46463643
  3.0220     0.13571100    -0.81009602    17.35686065     4.92728475     0.46527155
  3.0240     0.13550600    -0.80561799    16.20083121     4.78647015     0.46648830
  3.0260     0.13168100    -0.80717198    14.96068940     4.63068565     0.46709292
  3.0280     0.12800500    -0.80274198    14.73530192     4.86880604     0.46827415
  3.0300     0.13360100    -0.80648198    16.24933382     4.69601420     0.46738348
  3.0320     0.13029000    -0.80022001    15.09239027     4.85038128     0.46928036
  3.0340     0.13885100    -0.80623597    17.39923432     4.76075819     0.46722744
  3.0360     0.13362800    -0.80363401    15.49869715     4.61512506     0.46907031
  3.0380     0.13100000    -0.80189802    16.26154573     4.85091385     0.46897429
  3.0400     0.13199100    -0.80394597    15.69226680     4.52516937     0.46850170
  3.0420     0.13721300    -0.80174401    16.08271477     5.08394171     0.46894529
  3.0440     0.13650000    -0.79804603    15.97863754     4.72096439     0.47082716
  3.0460     0.13328700    -0.79785003    15.69232053     4.77894984     0.47118824
  3.0480     0.13601800    -0.79603398    15.79647093     4.91759870     0.47165833
  3.0500     0.12840400    -0.79772402    14.61254872     4.62250954     0.47197839
